question_id,db_id,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation_TO_FILL
1485,692,"Which of the following is the responsibility of both AWS and the customer, according to the AWS shared responsibility model?",AWS awareness and training,Client-side data encryption,Physical and environmental controls of AWS data centers,Server-side data encryption,,A,
1473,693,A company is removing its office and must establish an encrypted connection to AWS. Which AWS service will help meet this requirement?,AWS VPN,Amazon Route 53,Amazon API Gateway,Amazon Connect,,A,
1486,694,The AWS IAM best practice for granting least privilege is to:,apply an IAM policy to an IAM group and limit the size of the group,require multi-factor authentication (MFA) for all IAM users,require each IAM user who has different permissions to have multiple passwords,apply an IAM policy only to IAM users who require it,,D,
1487,695,Which AWS service should a company use to provide its employees with access to the AWS Management Console?,AWS Identity and Access Management (IAM),Amazon Cognito,AWS Resource Access Manager,AWS Key Management Service (AWS KMS),,A,
1576,696,A company is designing AWS architecture that will add compute resources when the company needs them. The architecture also includes a disaster recovery plan with automatic failover Which pillar of the AWS Well-Architected Framework does this architecture represent?,Reliability,Operational excellence,Security,Performance efficiency,,A,
1442,697,A retail company wants to provision only the necessary amount of resources to handle the current demand. Which cloud benefit is the company trying to achieve with this goal?,Reliability,Global reach,Scalability,High availability,,C,
1455,698,An IT department provisions more servers than are needed to run a workload. Which cloud architecture design principle supports changing this approach?,Protect data in transit and at rest,Stop guessing capacity,Improve through game days,Annotate documentation,,B,
1512,699,Which AWS service should a cloud practitioner use to identify security vulnerabilities of an AWS account?,AWS Secrets Manager,Amazon Cognito,Amazon Macie,AWS Trusted Advisor,,D,
1503,700,A company has refined its workload to use specific AWS services to improve efficiency and reduce cost Which best practice for cost governance does this example show?,Resource controls,Cost allocation,Architecture optimization,Tagging enforcement,,C,
1413,701,Who is responsible for managing IAM user access and secret keys according to the AWS shared responsibility model?,"IAM access and secret keys are static, so there is no need to rotate them",The customer is responsible for rotating keys.,AWS will rotate the keys whenever required.,The AWS Support team will rotate keys when requested by the customer.,,B,
1299,702,How can a user achieve high availability for a web application hosted on AWS?,Use a Classic Load Balancer across multiple AWS Regions,Use an Application Load Balancer across multiple Availability Zones in one AWS Region,Set up automatic scaling and load balancing with another application instance running on premises,Use the AWS Region with the highest number of Availability Zones,,B,
1301,703,Which AWS service is designed to help users who want to use machine learning for natural language processing (NLP) but do not have experience in machine learning?,Amazon Comprehend,Amazon SageMaker,AWS Deep Learning AMIs (DLAMI),Amazon Recognition,,A,
1789,704,A company has an Amazon EC2 instance that must access AWS Secrets Manager to retrieve credentials. Which identity or service is required by the EC2 Instance to perform the task?,Multi-factor authentication (MFA),IAM role,IAM group,Security groups,,D,
1404,705,Which of the following will help a user determine if they need to request a VPC service limit increase?,AWS Personal Health Dashboard,AWS Trusted Advisor,AWS Cost and Usage Report,AWS Service Catalog,,A,
1492,706,Which tool can be used to identify scheduled changes to the AWS infrastructure?,AWS Personal Health Dashboard,AWS Trusted Advisor,Billing Dashboard,AWS Config,,A,
1661,707,"A company hosts an application on an Amazon EC2 instance. The EC2 instance needs to access several AWS resources, including Amazon S3 and Amazon DynamoDB. What is the MOST operationally efficient solution to delegate permissions?",Create an IAM role with the required permissions. Attach the role to the EC2 instance,Create an IAM user and use its access key and secret access key in the application.,Create an IAM user and use its access key and secret access key lo create a CLI profile in the EC2 instance.,Create an IAM role with the required permissions. Attach the role to the administrative IAM user.,,A,
1522,708,"A company needs to track the activity in its AWS accounts, and needs to know when an API call is made against its AWS resources Which AWS tool or service can be used to meet these requirements?",Amazon CloudWatch,Amazon Inspector,AWS CloudTrail,AWS IAM,,C,
1608,709,Which AWS service supports a company's ability to treat infrastructure as code?,AWS CodeDeploy,AWS Elastic Beanstalk,Amazon API Gateway,AWS CloudFormation,,D,
1606,710,"Which AWS service provides users with recommendations for improving the quality of an application's code, and identifies the most expensive lines of code?",AWS CodeBuild,AWS CodeStar,Amazon CodeGuru,AWS CodeDeploy,,C,
1432,711,Which AWS service or feature is associated with a subnet in a VPC and is used to control inbound and outbound traffic?,Amazon Inspector,Network ACLs,AWS Shield,VPC Flow Logs,,B,
1764,712,A company needs access to cloud support engineers 24 hours a day. 7 days a week. What is the LEAST expensive AWS Support plan that meets this requirement?,AWS Basic Support,AWS Business Support,AWS Developer Support,AWS Enterprise Supportd,,C,
1607,713,A company wants to secure its consumer web application by using SSL/TLS to encrypt traffic. Which AWS service can the company use to meet this goal?,AWS WAF,AWS Shield,Amazon VPC,AWS Certificate Manager (ACM),,D,
